ar,kvartal,diagnoskapitel_kod,diagnoskapitel_text,antal,andel,antal_kvinnor,andel_kvinnor,antal_man,andel_man
2016,1,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",11611,5.87,5646,4.3,5965,8.96
2016,1,U00-U99,Koder för särskilda ändamål,..,..,..,..,..,..
2016,1,V01-Y98,Yttre orsaker till sjukdom och död,23,0.01,11,0.01,12,0.02
2016,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1968,0.99,1242,0.95,726,1.09
2016,1,-00--99,Saknas/Okänd,7922,4,5132,3.91,2790,4.19
2016,2,Samtliga,Samtliga,192811,100,127790,100,65021,100
2016,2,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,785,0.41,476,0.37,309,0.48
2016,2,C00-D48,Tumörer,10627,5.51,6805,5.33,3822,5.88
2016,2,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,430,0.22,292,0.23,138,0.21
2016,2,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1658,0.86,1129,0.88,529,0.81
2016,2,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,87314,45.3,62986,49.3,24328,37.4
2016,2,G00-G99,Sjukdomar i nervsystemet,7127,3.7,4569,3.58,2558,3.93
2016,2,H00-H59,Sjukdomar i ögat och närliggande organ,669,0.35,334,0.26,335,0.52
2016,2,H60-H95,Sjukdomar i örat och mastoidutskottet,810,0.42,532,0.42,278,0.43
2016,2,I00-I99,Cirkulationsorganens sjukdomar,6399,3.32,2535,1.98,3864,5.94
2016,2,J00-J99,Andningsorganens sjukdomar,1799,0.93,1138,0.89,661,1.02
2016,2,K00-K93,Matsmältningsorganens sjukdomar,2783,1.44,1563,1.22,1220,1.88
2016,2,L00-L99,Hudens och underhudens sjukdomar,924,0.48,549,0.43,375,0.58
2016,2,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,39423,20.4,24624,19.3,14799,22.8
2016,2,N00-N99,Sjukdomar i urin- och könsorganen,1688,0.88,1027,0.8,661,1.02
2016,2,O00-O99,"Graviditet, förlossning och barnsängstid",3969,2.06,3969,3.11,-,-
2016,2,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2016,2,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",591,0.31,466,0.36,125,0.19
2016,2,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",4754,2.47,3358,2.63,1396,2.15
2016,2,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",11355,5.89,5233,4.09,6122,9.42
2016,2,U00-U99,Koder för särskilda ändamål,..,..,..,..,..,..
2016,2,V01-Y98,Yttre orsaker till sjukdom och död,..,..,..,..,..,..
2016,2,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1893,0.98,1155,0.9,738,1.14
2016,2,-00--99,Saknas/Okänd,7772,4.03,5030,3.94,2742,4.22
2016,3,Samtliga,Samtliga,188633,100,124824,100,63809,100
2016,3,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,928,0.49,569,0.46,359,0.56
2016,3,C00-D48,Tumörer,10407,5.52,6584,5.27,3823,5.99
2016,3,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,423,0.22,281,0.23,142,0.22
2016,3,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1664,0.88,1142,0.91,522,0.82
2016,3,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,85897,45.5,61744,49.5,24153,37.9
2016,3,G00-G99,Sjukdomar i nervsystemet,7124,3.78,4502,3.61,2622,4.11
2016,3,H00-H59,Sjukdomar i ögat och närliggande organ,682,0.36,342,0.27,340,0.53
2016,3,H60-H95,Sjukdomar i örat och mastoidutskottet,829,0.44,563,0.45,266,0.42
2016,3,I00-I99,Cirkulationsorganens sjukdomar,6452,3.42,2509,2.01,3943,6.18
2016,3,J00-J99,Andningsorganens sjukdomar,2161,1.15,1403,1.12,758,1.19
2016,3,K00-K93,Matsmältningsorganens sjukdomar,2790,1.48,1548,1.24,1242,1.95
2016,3,L00-L99,Hudens och underhudens sjukdomar,973,0.52,598,0.48,375,0.59
2016,3,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,37186,19.7,23297,18.7,13889,21.8
2016,3,N00-N99,Sjukdomar i urin- och könsorganen,1736,0.92,1079,0.86,657,1.03
2016,3,O00-O99,"Graviditet, förlossning och barnsängstid",4204,2.23,4204,3.37,-,-
2016,3,P00-P96,Vissa perinatala tillstånd,..,..,..,..,10,0.02
2016,3,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",602,0.32,471,0.38,131,0.21
2016,3,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",4779,2.53,3296,2.64,1483,2.32
2016,3,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",10993,5.83,5041,4.04,5952,9.33
2016,3,U00-U99,Koder för särskilda ändamål,..,..,..,..,..,..
2016,3,V01-Y98,Yttre orsaker till sjukdom och död,..,..,..,..,..,..
2016,3,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1797,0.95,1117,0.89,680,1.07
2016,3,-00--99,Saknas/Okänd,6969,3.69,4521,3.62,2448,3.84
2016,4,Samtliga,Samtliga,196922,100,130661,100,66261,100
2016,4,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,886,0.45,539,0.41,347,0.52
2016,4,C00-D48,Tumörer,10525,5.34,6727,5.15,3798,5.73
2016,4,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,424,0.22,289,0.22,135,0.2
2016,4,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1707,0.87,1181,0.9,526,0.79
2016,4,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,92281,46.9,66591,51,25690,38.8
2016,4,G00-G99,Sjukdomar i nervsystemet,7314,3.71,4682,3.58,2632,3.97
2016,4,H00-H59,Sjukdomar i ögat och närliggande organ,683,0.35,334,0.26,349,0.53
2016,4,H60-H95,Sjukdomar i örat och mastoidutskottet,850,0.43,587,0.45,263,0.4
2016,4,I00-I99,Cirkulationsorganens sjukdomar,6497,3.3,2504,1.92,3993,6.03
2016,4,J00-J99,Andningsorganens sjukdomar,2558,1.3,1704,1.3,854,1.29
2016,4,K00-K93,Matsmältningsorganens sjukdomar,2818,1.43,1542,1.18,1276,1.93
2016,4,L00-L99,Hudens och underhudens sjukdomar,948,0.48,568,0.43,380,0.57
2016,4,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,38231,19.4,23364,17.9,14867,22.4
2016,4,N00-N99,Sjukdomar i urin- och könsorganen,1701,0.86,1046,0.8,655,0.99
2016,4,O00-O99,"Graviditet, förlossning och barnsängstid",4444,2.26,4444,3.4,-,-
2016,4,P00-P96,Vissa perinatala tillstånd,..,..,..,..,10,0.02
2016,4,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",619,0.31,487,0.37,132,0.2
2016,4,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",4540,2.31,3135,2.4,1405,2.12
2016,4,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",11347,5.76,5467,4.18,5880,8.87
2016,4,U00-U99,Koder för särskilda ändamål,..,..,..,..,..,..
2016,4,V01-Y98,Yttre orsaker till sjukdom och död,..,..,11,0.01,..,..
2016,4,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1875,0.95,1173,0.9,702,1.06
2016,4,-00--99,Saknas/Okänd,6638,3.37,4281,3.28,2357,3.56
2017,1,Samtliga,Samtliga,190818,100,127289,100,63529,100
2017,1,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,745,0.39,455,0.36,290,0.46
2017,1,C00-D48,Tumörer,10410,5.46,6663,5.23,3747,5.9
2017,1,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,412,0.22,277,0.22,135,0.21
2017,1,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1628,0.85,1125,0.88,503,0.79
2017,1,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,89886,47.1,64805,50.9,25081,39.5
2017,1,G00-G99,Sjukdomar i nervsystemet,6997,3.67,4415,3.47,2582,4.06
2017,1,H00-H59,Sjukdomar i ögat och närliggande organ,723,0.38,370,0.29,353,0.56
2017,1,H60-H95,Sjukdomar i örat och mastoidutskottet,824,0.43,562,0.44,262,0.41
2017,1,I00-I99,Cirkulationsorganens sjukdomar,6341,3.32,2575,2.02,3766,5.93
2017,1,J00-J99,Andningsorganens sjukdomar,2284,1.2,1505,1.18,779,1.23
2017,1,K00-K93,Matsmältningsorganens sjukdomar,2736,1.43,1560,1.23,1176,1.85
2017,1,L00-L99,Hudens och underhudens sjukdomar,897,0.47,548,0.43,349,0.55
2017,1,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,36037,18.9,22312,17.5,13725,21.6
2017,1,N00-N99,Sjukdomar i urin- och könsorganen,1674,0.88,1019,0.8,655,1.03
2017,1,O00-O99,"Graviditet, förlossning och barnsängstid",4688,2.46,4688,3.68,-,-
2017,1,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2017,1,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",620,0.32,492,0.39,128,0.2
2017,1,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",4513,2.37,3140,2.47,1373,2.16
2017,1,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",11410,5.98,5605,4.4,5805,9.14
2017,1,U00-U99,Koder för särskilda ändamål,..,..,..,..,..,..
2017,1,V01-Y98,Yttre orsaker till sjukdom och död,..,..,..,..,12,0.02
2017,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1807,0.95,1155,0.91,652,1.03
2017,1,-00--99,Saknas/Okänd,6147,3.22,4002,3.14,2145,3.38
2017,2,Samtliga,Samtliga,176587,100,117111,100,59476,100
2017,2,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,686,0.39,416,0.36,270,0.45
2017,2,C00-D48,Tumörer,10375,5.88,6648,5.68,3727,6.27
2017,2,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,413,0.23,281,0.24,132,0.22
2017,2,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1443,0.82,982,0.84,461,0.78
2017,2,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,83966,47.5,60424,51.6,23542,39.6
2017,2,G00-G99,Sjukdomar i nervsystemet,6647,3.76,4235,3.62,2412,4.06
2017,2,H00-H59,Sjukdomar i ögat och närliggande organ,658,0.37,327,0.28,331,0.56
2017,2,H60-H95,Sjukdomar i örat och mastoidutskottet,710,0.4,463,0.4,247,0.42
2017,2,I00-I99,Cirkulationsorganens sjukdomar,6165,3.49,2510,2.14,3655,6.15
2017,2,J00-J99,Andningsorganens sjukdomar,1671,0.95,1050,0.9,621,1.04
2017,2,K00-K93,Matsmältningsorganens sjukdomar,2550,1.44,1424,1.22,1126,1.89
2017,2,L00-L99,Hudens och underhudens sjukdomar,801,0.45,465,0.4,336,0.56
2017,2,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,32824,18.6,20427,17.4,12397,20.8
2017,2,N00-N99,Sjukdomar i urin- och könsorganen,1590,0.9,962,0.82,628,1.06
2017,2,O00-O99,"Graviditet, förlossning och barnsängstid",3842,2.18,3842,3.28,-,-
2017,2,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2017,2,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",571,0.32,462,0.39,109,0.18
2017,2,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",4024,2.28,2797,2.39,1227,2.06
2017,2,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",10520,5.96,4868,4.16,5652,9.5
2017,2,U00-U99,Koder för särskilda ändamål,..,..,..,..,..,..
2017,2,V01-Y98,Yttre orsaker till sjukdom och död,24,0.01,12,0.01,12,0.02
2017,2,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1645,0.93,988,0.84,657,1.1
2017,2,-00--99,Saknas/Okänd,5444,3.08,3521,3.01,1923,3.23
2017,3,Samtliga,Samtliga,170841,100,113061,100,57780,100
2017,3,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,761,0.45,454,0.4,307,0.53
2017,3,C00-D48,Tumörer,10360,6.06,6721,5.94,3639,6.3
2017,3,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,398,0.23,271,0.24,127,0.22
2017,3,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1451,0.85,991,0.88,460,0.8
2017,3,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,80854,47.3,57842,51.2,23012,39.8
2017,3,G00-G99,Sjukdomar i nervsystemet,6602,3.86,4157,3.68,2445,4.23
2017,3,H00-H59,Sjukdomar i ögat och närliggande organ,668,0.39,329,0.29,339,0.59
2017,3,H60-H95,Sjukdomar i örat och mastoidutskottet,698,0.41,455,0.4,243,0.42
2017,3,I00-I99,Cirkulationsorganens sjukdomar,6208,3.63,2487,2.2,3721,6.44
2017,3,J00-J99,Andningsorganens sjukdomar,1912,1.12,1254,1.11,658,1.14
2017,3,K00-K93,Matsmältningsorganens sjukdomar,2514,1.47,1435,1.27,1079,1.87
2017,3,L00-L99,Hudens och underhudens sjukdomar,804,0.47,463,0.41,341,0.59
2017,3,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,30402,17.8,18931,16.7,11471,19.9
2017,3,N00-N99,Sjukdomar i urin- och könsorganen,1654,0.97,1004,0.89,650,1.12
2017,3,O00-O99,"Graviditet, förlossning och barnsängstid",3934,2.3,3934,3.48,-,-
2017,3,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2017,3,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",605,0.35,486,0.43,119,0.21
2017,3,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",4011,2.35,2783,2.46,1228,2.13
2017,3,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",9911,5.8,4581,4.05,5330,9.22
2017,3,U00-U99,Koder för särskilda ändamål,..,..,..,..,..,..
2017,3,V01-Y98,Yttre orsaker till sjukdom och död,22,0.01,12,0.01,10,0.02
2017,3,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1588,0.93,974,0.86,614,1.06
2017,3,-00--99,Saknas/Okänd,5463,3.2,3487,3.08,1976,3.42
2017,4,Samtliga,Samtliga,179120,100,118303,100,60817,100
2017,4,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,768,0.43,484,0.41,284,0.47
2017,4,C00-D48,Tumörer,10428,5.82,6767,5.72,3661,6.02
2017,4,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,420,0.23,277,0.23,143,0.24
2017,4,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1456,0.81,982,0.83,474,0.78
2017,4,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,85509,47.7,61236,51.8,24273,39.9
2017,4,G00-G99,Sjukdomar i nervsystemet,6999,3.91,4364,3.69,2635,4.33
2017,4,H00-H59,Sjukdomar i ögat och närliggande organ,669,0.37,323,0.27,346,0.57
2017,4,H60-H95,Sjukdomar i örat och mastoidutskottet,718,0.4,471,0.4,247,0.41
2017,4,I00-I99,Cirkulationsorganens sjukdomar,6287,3.51,2474,2.09,3813,6.27
2017,4,J00-J99,Andningsorganens sjukdomar,2248,1.26,1464,1.24,784,1.29
2017,4,K00-K93,Matsmältningsorganens sjukdomar,2498,1.39,1405,1.19,1093,1.8
2017,4,L00-L99,Hudens och underhudens sjukdomar,756,0.42,457,0.39,299,0.49
2017,4,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,32057,17.9,19578,16.5,12479,20.5
2017,4,N00-N99,Sjukdomar i urin- och könsorganen,1618,0.9,963,0.81,655,1.08
2017,4,O00-O99,"Graviditet, förlossning och barnsängstid",4011,2.24,4011,3.39,-,-
2017,4,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2017,4,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",643,0.36,496,0.42,147,0.24
2017,4,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",4140,2.31,2882,2.44,1258,2.07
2017,4,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",10183,5.69,4742,4.01,5441,8.95
2017,4,U00-U99,Koder för särskilda ändamål,..,..,-,-,..,..
2017,4,V01-Y98,Yttre orsaker till sjukdom och död,..,..,..,..,11,0.02
2017,4,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1702,0.95,1041,0.88,661,1.09
2017,4,-00--99,Saknas/Okänd,5980,3.34,3874,3.27,2106,3.46
2018,1,Samtliga,Samtliga,180142,100,119292,100,60850,100
2018,1,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,748,0.42,459,0.38,289,0.47
2018,1,C00-D48,Tumörer,10357,5.75,6728,5.64,3629,5.96
2018,1,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,402,0.22,267,0.22,135,0.22
2018,1,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1521,0.84,1031,0.86,490,0.81
2018,1,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,84501,46.9,60478,50.7,24023,39.5
2018,1,G00-G99,Sjukdomar i nervsystemet,6931,3.85,4373,3.67,2558,4.2
2018,1,H00-H59,Sjukdomar i ögat och närliggande organ,665,0.37,311,0.26,354,0.58
2018,1,H60-H95,Sjukdomar i örat och mastoidutskottet,693,0.38,457,0.38,236,0.39
2018,1,I00-I99,Cirkulationsorganens sjukdomar,6374,3.54,2470,2.07,3904,6.42
2018,1,J00-J99,Andningsorganens sjukdomar,2318,1.29,1547,1.3,771,1.27
2018,1,K00-K93,Matsmältningsorganens sjukdomar,2545,1.41,1441,1.21,1104,1.81
2018,1,L00-L99,Hudens och underhudens sjukdomar,778,0.43,462,0.39,316,0.52
2018,1,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,31602,17.5,19448,16.3,12154,20
2018,1,N00-N99,Sjukdomar i urin- och könsorganen,1684,0.93,1011,0.85,673,1.11
2018,1,O00-O99,"Graviditet, förlossning och barnsängstid",4315,2.4,4315,3.62,-,-
2018,1,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2018,1,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",669,0.37,509,0.43,160,0.26
2018,1,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",4285,2.38,2983,2.5,1302,2.14
2018,1,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",11483,6.37,5709,4.79,5774,9.49
2018,1,U00-U99,Koder för särskilda ändamål,..,..,..,..,..,..
2018,1,V01-Y98,Yttre orsaker till sjukdom och död,..,..,..,..,..,..
2018,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1622,0.9,996,0.83,626,1.03
2018,1,-00--99,Saknas/Okänd,6620,3.67,4285,3.59,2335,3.84
2018,2,Samtliga,Samtliga,169590,100,111829,100,57761,100
2018,2,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,718,0.42,409,0.37,309,0.53
2018,2,C00-D48,Tumörer,10107,5.96,6556,5.86,3551,6.15
2018,2,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,393,0.23,261,0.23,132,0.23
2018,2,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1387,0.82,939,0.84,448,0.78
2018,2,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,80063,47.2,57427,51.4,22636,39.2
2018,2,G00-G99,Sjukdomar i nervsystemet,6780,4,4280,3.83,2500,4.33
2018,2,H00-H59,Sjukdomar i ögat och närliggande organ,643,0.38,286,0.26,357,0.62
2018,2,H60-H95,Sjukdomar i örat och mastoidutskottet,631,0.37,425,0.38,206,0.36
2018,2,I00-I99,Cirkulationsorganens sjukdomar,6047,3.57,2307,2.06,3740,6.47
2018,2,J00-J99,Andningsorganens sjukdomar,1535,0.91,988,0.88,547,0.95
2018,2,K00-K93,Matsmältningsorganens sjukdomar,2363,1.39,1390,1.24,973,1.68
2018,2,L00-L99,Hudens och underhudens sjukdomar,731,0.43,439,0.39,292,0.51
2018,2,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,29590,17.4,18263,16.3,11327,19.6
2018,2,N00-N99,Sjukdomar i urin- och könsorganen,1579,0.93,949,0.85,630,1.09
2018,2,O00-O99,"Graviditet, förlossning och barnsängstid",3569,2.1,3569,3.19,-,-
2018,2,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2018,2,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",626,0.37,481,0.43,145,0.25
2018,2,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",4125,2.43,2810,2.51,1315,2.28
2018,2,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",10584,6.24,4899,4.38,5685,9.84
2018,2,U00-U99,Koder för särskilda ändamål,..,..,..,..,..,..
2018,2,V01-Y98,Yttre orsaker till sjukdom och död,..,..,..,..,..,..
2018,2,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1478,0.87,893,0.8,585,1.01
2018,2,-00--99,Saknas/Okänd,6606,3.9,4241,3.79,2365,4.09
2018,3,Samtliga,Samtliga,167123,100,110251,100,56872,100
2018,3,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,750,0.45,441,0.4,309,0.54
2018,3,C00-D48,Tumörer,10176,6.09,6602,5.99,3574,6.28
2018,3,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,401,0.24,259,0.23,142,0.25
2018,3,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1423,0.85,934,0.85,489,0.86
2018,3,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,79740,47.7,56767,51.5,22973,40.4
2018,3,G00-G99,Sjukdomar i nervsystemet,6935,4.15,4360,3.95,2575,4.53
2018,3,H00-H59,Sjukdomar i ögat och närliggande organ,660,0.39,316,0.29,344,0.6
2018,3,H60-H95,Sjukdomar i örat och mastoidutskottet,604,0.36,400,0.36,204,0.36
2018,3,I00-I99,Cirkulationsorganens sjukdomar,5992,3.59,2375,2.15,3617,6.36
2018,3,J00-J99,Andningsorganens sjukdomar,1809,1.08,1199,1.09,610,1.07
2018,3,K00-K93,Matsmältningsorganens sjukdomar,2462,1.47,1413,1.28,1049,1.84
2018,3,L00-L99,Hudens och underhudens sjukdomar,769,0.46,460,0.42,309,0.54
2018,3,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,28500,17.1,17695,16,10805,19
2018,3,N00-N99,Sjukdomar i urin- och könsorganen,1504,0.9,902,0.82,602,1.06
2018,3,O00-O99,"Graviditet, förlossning och barnsängstid",3954,2.37,3954,3.59,-,-
2018,3,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2018,3,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",667,0.4,524,0.48,143,0.25
2018,3,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",4051,2.42,2782,2.52,1269,2.23
2018,3,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",9974,5.97,4636,4.2,5338,9.39
2018,3,U00-U99,Koder för särskilda ändamål,..,..,..,..,..,..
2018,3,V01-Y98,Yttre orsaker till sjukdom och död,..,..,..,..,..,..
2018,3,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1558,0.93,920,0.83,638,1.12
2018,3,-00--99,Saknas/Okänd,5175,3.1,3305,3,1870,3.29
2018,4,Samtliga,Samtliga,178663,100,117393,100,61270,100
2018,4,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,704,0.39,390,0.33,314,0.51
2018,4,C00-D48,Tumörer,10495,5.87,6835,5.82,3660,5.97
2018,4,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,414,0.23,277,0.24,137,0.22
2018,4,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1432,0.8,950,0.81,482,0.79
2018,4,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,86355,48.3,61592,52.5,24763,40.4
2018,4,G00-G99,Sjukdomar i nervsystemet,7249,4.06,4563,3.89,2686,4.38
2018,4,H00-H59,Sjukdomar i ögat och närliggande organ,685,0.38,328,0.28,357,0.58
2018,4,H60-H95,Sjukdomar i örat och mastoidutskottet,614,0.34,383,0.33,231,0.38
2018,4,I00-I99,Cirkulationsorganens sjukdomar,6153,3.44,2379,2.03,3774,6.16
2018,4,J00-J99,Andningsorganens sjukdomar,1884,1.05,1254,1.07,630,1.03
2018,4,K00-K93,Matsmältningsorganens sjukdomar,2476,1.39,1386,1.18,1090,1.78
2018,4,L00-L99,Hudens och underhudens sjukdomar,781,0.44,478,0.41,303,0.49
2018,4,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,30699,17.2,18589,15.8,12110,19.8
2018,4,N00-N99,Sjukdomar i urin- och könsorganen,1495,0.84,914,0.78,581,0.95
2018,4,O00-O99,"Graviditet, förlossning och barnsängstid",4012,2.25,4012,3.42,-,-
2018,4,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2018,4,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",703,0.39,533,0.45,170,0.28
2018,4,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",4170,2.33,2879,2.45,1291,2.11
2018,4,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",10067,5.63,4647,3.96,5420,8.85
2018,4,U00-U99,Koder för särskilda ändamål,..,..,..,..,..,..
2018,4,V01-Y98,Yttre orsaker till sjukdom och död,..,..,..,..,..,..
2018,4,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1656,0.93,965,0.82,691,1.13
2018,4,-00--99,Saknas/Okänd,6592,3.69,4023,3.43,2569,4.19
2019,1,Samtliga,Samtliga,176464,100,116767,100,59697,100
2019,1,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,676,0.38,398,0.34,278,0.47
2019,1,C00-D48,Tumörer,10512,5.96,6841,5.86,3671,6.15
2019,1,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,394,0.22,256,0.22,138,0.23
